address,lat,lon,formatted_address,loc_type
100 JONES ST Charlotesville VA,38.0288571,-78.4990127,"Jones St, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
1200 W MAIN ST Charlottesville VA,38.0326647,-78.4966753,"1200 W Main St, Charlottesville, VA 22903, USA",ROOFTOP
1000 KING ST Charlottesville VA,38.0290664,-78.4972152,"1000 King St, Charlottesville, VA 22903, USA",ROOFTOP
1100 AVON ST Charlottesville VA,38.021035,-78.481207,"1100 Avon St, Charlottesville, VA 22902, USA",ROOFTOP
700 PRESTON AVE Charlottesville VA,38.0356774,-78.4867495,"700 Preston Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
900 AVON ST Charlottesville VA,38.0226009,-78.4801672,"900 Avon St, Charlottesville, VA 22902, USA",ROOFTOP
1100 KING ST Charlottesville VA,38.0288545,-78.4990247,"1100 King St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
400 E WATER ST Charlottesville VA,38.0291881,-78.4795434,"400 Water St E, Charlottesville, VA 22902, USA",ROOFTOP
600 9TH ST SW Charlottesville VA,38.026973,-78.495041,"600 9th St SW, Charlottesville, VA 22903, USA",ROOFTOP
100 OLD PRESTON AVE Charlottesville VA,38.0312195,-78.482897,"100 Old Preston Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1300 LANE RD Charlottesville VA,38.0302753,-78.4988801,"1300 Lane Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MONTICELLO AVE Charlotesville VA,38.0251455,-78.4755071,"100 Monticello Ave, Charlottesville, VA 22902, USA",ROOFTOP
400 E HIGH ST Charlottesville VA,38.0322975,-78.4781153,"400 E High St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 GARRETT ST Charlottesville VA,38.0290794,-78.4840012,"100 Garrett St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 MARION CT Charlottesville VA,38.0164334,-78.5157015,"100 Marion Ct, Charlottesville, VA 22903, USA",ROOFTOP
700 WALKER Charlottesville VA,38.030596,-78.4922573,"700 Walker Square, Charlottesville, VA 22903, USA",ROOFTOP
1300 WERTLAND ST Charlottesville VA,38.0342554,-78.4980862,"1300 Wertland St, Charlottesville, VA 22903, USA",ROOFTOP
600 SHAMROCK RD Charlottesville VA,38.0228102,-78.5054266,"600 Shamrock Rd, Charlottesville, VA 22903, USA",ROOFTOP
200 6TH ST NE Charlottesville VA,38.0306741,-78.4771982,"200 6th St NE, Charlottesville, VA 22902, USA",ROOFTOP
800 MONTICELLO RD Charlottesville VA,38.0247508,-78.4754678,"800 Monticello Rd, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 E JEFFERSON ST Charlottesville VA,38.0298841,-78.4727482,"1000 E Jefferson St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 BRANDYWINE CT Charlottesville VA,38.0577058,-78.4874879,"100 Brandywine Ct, Charlottesville, VA 22901, USA",ROOFTOP
800 FORREST RUN Charlottesville VA,38.0343404,-78.4934738,"Run St, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
1700 YORKTOWN DR Charlottesville VA,38.0571788,-78.4774705,"1700 Yorktown Dr, Charlottesville, VA 22901, USA",ROOFTOP
100 LEWIS ST Charlottesville VA,38.0259139,-78.5164614,"100 Lewis St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
500 PATON ST Charlottesville VA,38.0271285,-78.502145,"500 Paton St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 STADIUM RD Charlottesville VA,38.0316902,-78.5089843,"100 Stadium Rd, Charlottesville, VA 22903, USA",ROOFTOP
800 5TH ST SW Charlottesville VA,38.022994,-78.491949,"800 5th St SW, Charlottesville, VA 22902, USA",ROOFTOP
1100 E MARKET ST Charlottesville VA,38.0283236,-78.472192,"1100 E Market St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1600 CONCORD DR Charlottesville VA,38.0544035,-78.4781964,"1600 Concord Dr, Charlottesville, VA 22901, USA",ROOFTOP
700 KING ST Charlottesville VA,38.0286794,-78.4921811,"700 King St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
2200 BARRACKS RD Charlottesville VA,38.0552122,-78.5015319,"2200 Barracks Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1100 MONTROSE AVE Charlottesville VA,38.018853,-78.4745219,"1100 Montrose Ave, Charlottesville, VA 22902, USA",ROOFTOP
2500 WILLARD DR Charlottesville VA,38.0193889,-78.510279,"2500 Willard Dr, Charlottesville, VA 22903, USA",ROOFTOP
1800 UNIVERSITY CIR Charlottesville VA,38.0419911,-78.5018721,"1800 University Cir, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1000 RUGBY RD Charlottesville VA,38.0457199,-78.4930959,"1000 Rugby Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 RIVES ST Charlottesville VA,38.0207346,-78.4680442,"600 Rives St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 PRESTON AVE / MCINTIRE RD Charlottesville VA,NA,NA,NA,NA
500 RIDGE ST Charlottesville VA,38.027071,-78.486701,"500 Ridge St, Charlottesville, VA 22902, USA",ROOFTOP
1300 5TH ST Charlottesville VA,NA,NA,NA,NA
100 LIDE PL Charlottesville VA,38.014665,-78.4956095,"100 Lide Pl, Charlottesville, VA 22902, USA",ROOFTOP
1000 E MARKET ST Charlottesville VA,38.0285158,-78.4730561,"1000 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
900 E WATER ST Charlottesville VA,38.0282279,-78.4739676,"900 Water St E, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 LONG ST Charlottesville VA,38.0378439,-78.4654652,"1000 Long St, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
800 MCINTIRE RD Charlottesville VA,38.0409041,-78.4770295,"800 McIntire Rd, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 E WATER ST Charlottesville VA,38.0290786,-78.4788796,"500 Water St E, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 HILLTOP RD Charlottesville VA,38.0488039,-78.494375,"1100 Hilltop Rd, Charlottesville, VA 22903, USA",ROOFTOP
400 ROBERTSON AVE Charlottesville VA,38.0243065,-78.5109303,"400 Robertson Ave, Charlottesville, VA 22903, USA",ROOFTOP
100 CHERRY AVE / SPRING ST Charlottesville VA,NA,NA,NA,NA
1400 OXFORD RD Charlottesville VA,38.0464894,-78.480496,"1400 Oxford Rd, Charlottesville, VA 22903, USA",ROOFTOP
400 EMMET ST S Charlottesville VA,38.0363511,-78.5073382,"UVA Bookstore, 400 Emmet St S, Charlottesville, VA 22903, USA",ROOFTOP
100 ELLIOTT AVE / 2ND ST SE Charlottesville VA,NA,NA,NA,NA
100 5TH ST SE Charlottesville VA,38.029701,-78.478431,"100 5th St SE, Charlottesville, VA 22902, USA",ROOFTOP
200 E HIGH ST Charlottesville VA,38.0327759,-78.4796723,"200 E High St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1400 KENWOOD LN Charlottesville VA,38.0556211,-78.47366,"1400 Kenwood Ln, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
400 ORANGE ST Charlottesville VA,NA,NA,NA,NA
700 ROCKLAND AVE Charlottesville VA,38.0179321,-78.483652,"700 Rockland Ave, Charlottesville, VA 22902, USA",ROOFTOP
100 7TH ST SW Charlotesville VA,38.0314358,-78.4897388,"100 7th St SW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MONTICELLO AVE / 6TH ST SE Charlottesville VA,NA,NA,NA,NA
2200 ANGUS RD Charlottesville VA,38.060985,-78.4971396,"2200 Angus Rd, Charlottesville, VA 22901, USA",ROOFTOP
100 BENNETT ST / LOCHLYN HILL DR Charlottesville VA,NA,NA,NA,NA
1100 BLENHEIM AVE Charlottesville VA,38.0199476,-78.4740389,"1100 Blenheim Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 5TH ST Charlottesville VA,38.0099422,-78.5062343,"900 5th St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
800 BLENHEIM AVE Charlottesville VA,38.021794,-78.478701,"800 Blenheim Ave, Charlottesville, VA 22902, USA",ROOFTOP
500 CAROLINE AVE Charlottesville VA,38.0297724,-78.4638792,"500 Caroline Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
2200 BANBURY ST Charlottesville VA,38.0605772,-78.46883,"2200 Banbury St, Charlottesville, VA 22901, USA",ROOFTOP
1800 BARRACKS RD Charlottesville VA,38.0476285,-78.4935771,"1800 Barracks Rd, Charlottesville, VA 22903, USA",ROOFTOP
1300 MIDLAND ST Charlottesville VA,38.0210726,-78.4687724,"1300 Midland St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
400 E MARKET ST Charlottesville VA,38.0306395,-78.478786,"400 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
1100 RICHMOND RD Charlottesville VA,37.9839811,-78.3050987,"1100 Richmond Rd, Keswick, VA 22947, USA",RANGE_INTERPOLATED
500 10 1/2 ST NW Charlottesville VA,38.0377589,-78.4933444,"500 10 1/2 St NW, Charlottesville, VA 22903, USA",ROOFTOP
900 LOCUST LN Charlottesville VA,38.0447744,-78.4595492,"900 Locust Ln, Charlottesville, VA 22901, USA",ROOFTOP
400 LOCUST AVE Charlottesville VA,38.0319644,-78.4706981,"400 Locust Ave, Charlottesville, VA 22902, USA",ROOFTOP
2400 ARLINGTON BLVD Charlottesville VA,38.0497666,-78.5073713,"2400 Arlington Blvd, Charlottesville, VA 22903, USA",ROOFTOP
100 ALMERE AVE / ELLIOTT AVE Charlottesville VA,NA,NA,NA,NA
500 GROVE AVE Charlottesville VA,38.0317988,-78.4697824,"500 Grove Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 BIRDWOOD CT Charlottesville VA,38.042646,-78.478784,"100 Birdwood Ct, Charlottesville, VA 22903, USA",ROOFTOP
100 ELLIOTT AVE / 1ST ST S Charlottesville VA,NA,NA,NA,NA
500 250 BYPASS Charlottesville VA,38.0396784,-78.4707765,"500 US-250 BYP, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
400 7TH ST SW Charlottesville VA,38.0295502,-78.4904495,"400 7th St SW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 ST CHARLES AVE Charlottesville VA,38.0340124,-78.470709,"600 St Charles Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
400 ROBINSON PL Charlottesville VA,38.02182,-78.4849124,"400 Robinson Pl, Charlottesville, VA 22902, USA",ROOFTOP
1400 BURGESS LA Charlottesville VA,38.0232176,-78.4651762,"1400 Burgess Ln, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 HENRY AVE Charlottesville VA,38.0389217,-78.4868005,"900 Henry Ave, Charlottesville, VA 22903, USA",ROOFTOP
1600 GREEN ST Charlottesville VA,38.0159396,-78.4814467,"1600 Green St, Charlottesville, VA 22902, USA",ROOFTOP
1600 KEITH VALLEY RD Charlottesville VA,38.055032,-78.4867028,"1600 Keith Valley Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 EMMET ST N Charlottesville VA,38.039893,-78.506392,"100 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
3400 11TH ST NW Charlottesville VA,38.9319143,-77.028443,"3400 11th St NW, Washington, DC 20010, USA",ROOFTOP
1700 MEADOWBROOK HEIGHTS RD Charlottesville VA,38.0591692,-78.4800412,"1700 Meadowbrook Heights Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
100 OAKHURST CIR Charlottesville VA,38.0318966,-78.5068459,"100 Oakhurst Cir, Charlottesville, VA 22903, USA",ROOFTOP
100 LONG ST / E HIGH ST Charlottesville VA,NA,NA,NA,NA
1800 WAYSIDE PL Charlottesville VA,38.0429379,-78.4993824,"1800 Wayside Pl, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
400 250 BYPASS Charlottesville VA,38.0396784,-78.4707765,"400 US-250 BYP, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 ELKHORN RD Charlottesville VA,38.020682,-78.5018451,"100 Elkhorn Rd, Charlottesville, VA 22903, USA",ROOFTOP
1000 RIVER RD Charlottesville VA,38.0366093,-78.4580622,"1000 River Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1600 JAMESTOWN DR Charlottesville VA,38.0602177,-78.4732804,"1600 Jamestown Dr, Charlottesville, VA 22901, USA",ROOFTOP
1400 MIDLAND ST Charlottesville VA,38.0204895,-78.4679951,"1400 Midland St, Charlottesville, VA 22902, USA",ROOFTOP
900 SEMINOLE CT Charlottesville VA,NA,NA,NA,NA
1600 YORKTOWN DR Charlottesville VA,38.0548799,-78.4808913,"1600 Yorktown Dr, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1300 ROSE HILL DR Charlottesville VA,38.0470259,-78.4832996,"1300 Rose Hill Dr, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 LANKFORD AVE / RIDGE ST Charlottesville VA,38.02128,-78.4870708,"100 Lankford Ave, Charlottesville, VA 22902, USA",ROOFTOP
100 JOHN ST / 13TH ST NW Charlottesville VA,38.0368649,-78.4968052,"13th St NW & John St, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 HARMON ST Charlottesville VA,38.0272934,-78.5124603,"100 Harmon St, Charlottesville, VA 22903, USA",ROOFTOP
100 WESTWOOD CIR Charlottesville VA,38.0433787,-78.4810094,"100 Westwood Cir, Charlottesville, VA 22903, USA",ROOFTOP
900 ALTAVISTA AVE Charlottesville VA,38.0188145,-78.4787385,"900 Altavista Ave, Charlottesville, VA 22902, USA",ROOFTOP
900 HARRIS ST Charlottesville VA,38.0376043,-78.4825649,"900 Harris St, Charlottesville, VA 22903, USA",ROOFTOP
1100 PARKER LN Charlottesville VA,NA,NA,NA,NA
1200 AUGUSTA ST Charlottesville VA,38.0428053,-78.4849208,"1200 Augusta St, Charlottesville, VA 22903, USA",ROOFTOP
1600 OAKLEAF LN Charlottesville VA,38.0513794,-78.4830988,"1600 Oakleaf Ln, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
800 VALLEY VIEW CIR Charlottesville VA,38.034094,-78.465624,"800 Valley View Cir, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
2000 CITY WALK WAY Charlottesville VA,38.0261785,-78.4690777,"2000 City Walk Way, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
700 GILLESPIE AVE Charlottesville VA,38.032855,-78.465338,"700 Gillespie Ave, Charlottesville, VA 22902, USA",ROOFTOP
600 MASON AVE Charlottesville VA,NA,NA,NA,NA
100 RIDGE ST / RIDGE MCINTIRE RD Charlottesville VA,38.0306371,-78.485066,"100 Ridge McIntire Rd, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
2200 CENTER AVE Charlottesville VA,38.0243824,-78.5104732,"2200 Center Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
800 ST CLAIR AVE Charlottesville VA,38.0346186,-78.4669163,"800 St Clair Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 PARKWAY ST Charlottesville VA,38.0350833,-78.4779286,"300 Parkway St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 1ST ST NW Charlottesville VA,NA,NA,NA,NA
800 MADISON AVE Charlottesville VA,38.041791,-78.4922011,"800 Madison Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1200 CHERRY AVE Charlottesville VA,38.0275417,-78.4995548,"1200 Cherry Ave, Charlottesville, VA 22903, USA",ROOFTOP
700 RUGBY RD Charlottesville VA,38.0429489,-78.4988573,"700 Rugby Rd, Charlottesville, VA 22903, USA",ROOFTOP
200 EMMET ST S Charlottesville VA,38.0384715,-78.5071207,"200 Emmet St S, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
500 BAINBRIDGE ST Charlottesville VA,38.0232746,-78.4725131,"500 Bainbridge St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 7TH ST SW Charlottesville VA,38.0314358,-78.4897388,"100 7th St SW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 E HIGH ST Charlotesville VA,38.0330177,-78.4804657,"100 E High St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 LOCUST AVE Charlottesville VA,38.0321568,-78.4710468,"500 Locust Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
800 FOREST ST Charlottesville VA,38.0376684,-78.4861645,"800 Forest St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 RIVANNA AVE Charlottesville VA,38.0391274,-78.4813015,"600 Rivanna Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1600 E MARKET ST Charlottesville VA,38.0239157,-78.4620675,"1600 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
100 JEFFERSON PARK AVE / MAURY AVE Charlottesville VA,38.0259552,-78.5150589,"100 Maury Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 14TH ST NW / SADLER ST Charlottesville VA,38.0360823,-78.4985164,"14th St NW & Sadler St, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
1200 GROVE ST Charlottesville VA,38.0290836,-78.5004374,"1200 Grove St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MELBOURNE RD / GROVE RD Charlottesville VA,38.047436,-78.4713793,"100D Melbourne Park Circle, Charlottesville, VA 22901, USA",ROOFTOP
100 HURST LN Charlottesville VA,38.0318966,-78.5068459,"100 Oakhurst Cir, Charlottesville, VA 22903, USA",ROOFTOP
100 ROOSEVELT BROWN BLVD Charlottesville VA,38.0325938,-78.4947546,"100 Roosevelt Brown Blvd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 E 250 BY-PASS Charlottesville VA,38.0394452,-78.4709973,"600 US-250 BYP, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
600 DAVIS AVE Charlottesville VA,38.0419521,-78.4706613,"600 Davis Ave, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
100 OBSERVATORY AVE Charlottesville VA,38.0264386,-78.5134339,"100 Observatory Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 COPELEY RD Charlottesville VA,38.0479945,-78.5061803,"100 Copeley Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 OLD FIFTH CIR Charlottesville VA,38.0148203,-78.5005644,"100 Old Fifth Cir, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
300 12TH ST NE Charlottesville VA,38.0283464,-78.4681976,"300 12th St NE, Charlottesville, VA 22902, USA",ROOFTOP
100 4TH ST E Charlottesville VA,38.0300748,-78.4792377,"100 4th St NE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 ORANGE ST Charlottesville VA,38.0322477,-78.4679099,"500 Orange St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 WITTON CT Charlottesville VA,38.0187891,-78.4991907,"100 Witton Court, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1100 SHERWOOD RD Charlottesville VA,38.0449911,-78.4802422,"1100 Sherwood Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1700 EMMET ST Charlottesville VA,38.0588809,-78.4933304,"1700 Emmet St N, Charlottesville, VA 22901, USA",ROOFTOP
100 4TH ST NE Charlotesville VA,38.0300748,-78.4792377,"100 4th St NE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 4TH ST SE Charlotesville VA,38.0300673,-78.4792415,"100 4th St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 15TH ST NW Charlottesville VA,38.0350987,-78.4997177,"100 15th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 ELLIEWOOD AVE / UNIVERSITY AVE Charlottesville VA,38.0348714,-78.5002387,"1501 University Ave, Charlottesville, VA 22903, USA",ROOFTOP
600 5TH ST SW Charlottesville VA,38.026837,-78.4903113,"600 5th St SW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1300 RUGBY RD Charlottesville VA,38.048887,-78.4920945,"1300 Rugby Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 10TH ST NW / RUN ST Charlottesville VA,NA,NA,NA,NA
900 COLEMAN ST Charlottesville VA,38.0365983,-78.4605089,"900 Coleman St, Charlottesville, VA 22901, USA",ROOFTOP
3000 CITY WALK WAY Charlottesville VA,38.0255652,-78.469162,"4000 City Walk Way, Charlottesville, VA 22902, USA",ROOFTOP
800 MARKET ST Charlottesville VA,38.0295562,-78.4760291,"800 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
100 E WATER ST Charlotesville VA,38.029581,-78.481654,"100 Water St E, Charlottesville, VA 22902, USA",ROOFTOP
800 PAGE ST Charlottesville VA,38.0340552,-78.4900513,"800 Page St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1200 EDGE HILL RD Charlottesville VA,38.0420657,-78.4770322,"1200 Edge Hill Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 LEXINGTON AVE Charlottesville VA,38.0340494,-78.471751,"600 Lexington Ave, Charlottesville, VA 22902, USA",ROOFTOP
1200 MERIWETHER ST Charlottesville VA,38.030306,-78.467662,"1200 Meriwether St, Charlottesville, VA 22902, USA",ROOFTOP
700 LEVY AVE Charlottesville VA,38.0267706,-78.4776071,"700 Levy Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 FAIRWAY AVE Charlottesville VA,38.0259801,-78.4630275,"300 Fairway Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 5TH ST SW / OAK ST Charlottesville VA,38.0263628,-78.4840561,"100 Oak St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 ROTHERY RD Charlottesville VA,38.0409253,-78.508599,"100 Rothery Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
200 ALBEMARLE ST Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
700 NELSON DR Charlottesville VA,38.0370823,-78.4772325,"700 Nelson Dr, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
400 MCINTIRE RD Charlottesville VA,38.0343093,-78.4826702,"400 McIntire Rd, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
400 17TH ST NW Charlottesville VA,38.0391794,-78.5006286,"400 17th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 10 1/2 ST NW Charlottesville VA,38.032737,-78.4952697,"100 10 1/2 St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1800 FIELD RD Charlottesville VA,38.0492741,-78.5011012,"1800 Field Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MONTROSE AVE / MERIDIAN ST Charlottesville VA,38.0205918,-78.4776592,"Meridian St & Montrose Ave, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
700 RIALTO ST Charlottesville VA,38.0236078,-78.4775281,"700 Rialto St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
2500 FONTAINE AVE Charlottesville VA,38.0257896,-78.5208802,"2500 Fontaine Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
500 LEXINGTON AVE Charlottesville VA,38.0330907,-78.4724331,"500 Lexington Ave, Charlottesville, VA 22902, USA",ROOFTOP
100 MEADE AVE Charlottesville VA,38.0241261,-78.4679174,"100 Meade Ave, Charlottesville, VA 22902, USA",ROOFTOP
1700 ALLIED LN Charlottesville VA,38.0411731,-78.477523,"1700 Allied Ln, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 <UNKNOWN> Charlottesville VA,38.0293059,-78.4766781,"Charlottesville, VA, USA",APPROXIMATE
1900 CEDAR HILL RD Charlottesville VA,38.0633398,-78.4957146,"1900 Cedar Hill Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
200 COURT SQ Charlottesville VA,38.0309098,-78.4769909,"200 Court Square, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
400 10TH ST NE Charlottesville VA,38.031065,-78.4715677,"400 10th St NE, Charlottesville, VA 22902, USA",ROOFTOP
200 AVON ST Charlottesville VA,38.0281412,-78.4774494,"200 Avon St, Charlottesville, VA 22902, USA",ROOFTOP
100 APPLETREE RD Charlottesville VA,38.0262415,-78.5193854,"100 Appletree Rd, Charlottesville, VA 22903, USA",ROOFTOP
100 2ND ST SE Charlotesville VA,38.0305702,-78.4807739,"100 2nd St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 ELLIEWOOD AVE Charlottesville VA,38.03625,-78.5003501,"200 Elliewood Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1400 GROVE RD Charlottesville VA,38.0544269,-78.4729069,"1400 Grove Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1000 MAIN ST Charlottesville VA,38.0323157,-78.4952222,"1000 W Main St, Charlottesville, VA 22903, USA",ROOFTOP
600 FRANKLIN ST Charlottesville VA,38.0192701,-78.4655047,"600 Franklin St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 UNIVERSITY AVE / RUGBY RD Charlottesville VA,38.038286,-78.503002,"155 Rugby Rd, Charlottesville, VA 22903, USA",ROOFTOP
200 2ND ST SW Charlottesville VA,38.030038,-78.482293,"200 2nd St SW, Charlottesville, VA 22902, USA",ROOFTOP
1600 OXFORD RD Charlottesville VA,38.0473012,-78.4870803,"1600 Oxford Rd, Charlottesville, VA 22903, USA",ROOFTOP
1300 OXFORD PL Charlottesville VA,38.0472133,-78.4846411,"1300 Oxford Pl, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1300 KENWOOD LN Charlottesville VA,38.0560009,-78.4699018,"1300 Kenwood Ln, Charlottesville, VA 22901, USA",ROOFTOP
300 E JEFFERSON ST Charlottesville VA,38.0318078,-78.4792579,"300 E Jefferson St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
800 ANDERSON ST Charlottesville VA,38.0348032,-78.4900173,"800 Anderson St, Charlottesville, VA 22903, USA",ROOFTOP
200 1ST ST N Charlottesville VA,38.0315461,-78.4811405,"200 1st St N, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1800 UNIVERSITY AVE Charlottesville VA,38.0365826,-78.5029444,"1800 University Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 ELLIOTT AVE Charlottesville VA,38.0248133,-78.4876993,"100 Elliott Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
700 ELLIOTT AVE Charlottesville VA,38.0212709,-78.4813725,"700 Elliott Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 MONTROSE AVE Charlottesville VA,38.0203417,-78.4776112,"900 Montrose Ave, Charlottesville, VA 22902, USA",ROOFTOP
1300 AVON ST Charlottesville VA,38.0197484,-78.4825114,"1300 Avon St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 WERTLAND ST Charlottesville VA,38.0340841,-78.4957424,"1100 Wertland St, Charlottesville, VA 22903, USA",ROOFTOP
100 WEGMANS WAY Charlottesville VA,38.0087589,-78.5005881,"100 Wegmans Way, Charlottesville, VA 22902, USA",ROOFTOP
100 EMMET ST / BARRACKS Charlottesville VA,38.039893,-78.506392,"100 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
100 10TH ST NW / ANDERSON ST Charlottesville VA,38.0353979,-78.4905662,"Anderson St, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 UNIVERSITY AVE / 14TH ST NW Charlottesville VA,38.0358007,-78.4984027,"224 14th St NW, Charlottesville, VA 22903, USA",ROOFTOP
